,photo_url,age,act_id,name,real_name,religion,agency,spouse,children,debut_year,gender,state
0,//upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Korea_Lee_Byunghun_APSA_Awards_05.jpg/250px-Korea_Lee_Byunghun_APSA_Awards_05.jpg,50,1,이병헌,0,1,1,1,1,1991,1,1
1,//upload.wikimedia.org/wikipedia/commons/thumb/5/52/191112_%EC%A0%84%EC%A7%80%ED%98%84_%282%29.jpg/250px-191112_%EC%A0%84%EC%A7%80%ED%98%84_%282%29.jpg,39,2,전지현,1,0,1,1,1,1997,0,1
2,//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/181018_%EC%86%90%EC%98%88%EC%A7%84_04_%28cropped%29.jpg/250px-181018_%EC%86%90%EC%98%88%EC%A7%84_04_%28cropped%29.jpg,38,3,손예진,1,0,1,0,0,1999,0,1
3,//upload.wikimedia.org/wikipedia/commons/thumb/8/88/180830_%EC%95%88%EC%86%8C%ED%9D%AC.jpg/250px-180830_%EC%95%88%EC%86%8C%ED%9D%AC.jpg,28,4,안소희,0,1,1,0,0,2004,0,1
4,//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Kang_Dong-won_in_Feb_2016.jpg/250px-Kang_Dong-won_in_Feb_2016.jpg,39,5,강동원,0,1,1,0,0,2003,1,1
5,//upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Ha_Jung-woo.2019.jpg/250px-Ha_Jung-woo.2019.jpg,42,6,하정우,1,1,1,0,0,2003,1,1
6,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/181024_%EA%B9%80%ED%98%9C%EC%88%98.png/250px-181024_%EA%B9%80%ED%98%9C%EC%88%98.png,50,7,김혜수,0,1,1,0,0,1986,0,1
7,//upload.wikimedia.org/wikipedia/commons/thumb/f/f8/190501_%ED%98%84%EB%B9%88.jpg/250px-190501_%ED%98%84%EB%B9%88.jpg,38,8,현빈,1,0,1,0,0,2003,1,1
8,//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Song_Gangho_2016.jpg/250px-Song_Gangho_2016.jpg,53,9,송강호,0,0,1,1,1,1991,1,1
9,//upload.wikimedia.org/wikipedia/commons/thumb/c/c8/190920_%EC%A7%80%EC%B0%BD%EC%9A%B1_%281%29.jpg/250px-190920_%EC%A7%80%EC%B0%BD%EC%9A%B1_%281%29.jpg,33,10,지창욱,0,1,1,0,0,2008,1,1
10,//upload.wikimedia.org/wikipedia/commons/thumb/e/e0/170617_%ED%95%9C%ED%9A%A8%EC%A3%BC_%ED%8C%AC%EB%AF%B8%ED%8C%85.jpg/250px-170617_%ED%95%9C%ED%9A%A8%EC%A3%BC_%ED%8C%AC%EB%AF%B8%ED%8C%85.jpg,33,11,한효주,0,1,1,0,0,2003,1,1
11,//upload.wikimedia.org/wikipedia/commons/thumb/5/5c/%EA%B0%90%EC%9A%B0%EC%84%B1.png/270px-%EA%B0%90%EC%9A%B0%EC%84%B1.png,50,12,감우성,0,0,1,1,0,1991,1,0
12,//upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Kang_Kyung-joon_%28South_Korean_actor%2C_born_1983%29_from_acrofan.jpg/220px-Kang_Kyung-joon_%28South_Korean_actor%2C_born_1983%29_from_acrofan.jpg,37,13,강경준,0,1,1,1,1,2004,1,0
13,//upload.wikimedia.org/wikipedia/commons/thumb/9/90/181206_%EA%B0%95%EA%B8%B0%EC%98%81.jpg/250px-181206_%EA%B0%95%EA%B8%B0%EC%98%81.jpg,37,14,강기영,0,0,1,1,0,2002,1,0
14,//upload.wikimedia.org/wikipedia/commons/thumb/8/85/Kang_Ji_Sub_from_acrofan.jpg/250px-Kang_Ji_Sub_from_acrofan.jpg,39,15,강지섭,1,0,1,0,0,2005,1,0
15,//upload.wikimedia.org/wikipedia/commons/a/a6/%EB%AA%AC%EC%8A%A4%ED%84%B0ID-%EA%B0%95%EC%A7%80%ED%99%98.jpg,43,16,강지환,1,0,0,0,0,2001,1,0
16,//upload.wikimedia.org/wikipedia/commons/thumb/1/17/190930_%EA%B0%95%ED%83%9C%EC%98%A4_%282%29.jpg/250px-190930_%EA%B0%95%ED%83%9C%EC%98%A4_%282%29.jpg,26,17,강태오,1,0,1,0,0,2013,1,0
17,//upload.wikimedia.org/wikipedia/commons/thumb/8/88/170807_%EA%B0%95%ED%95%98%EB%8A%98_%28cropped%29.jpg/250px-170807_%EA%B0%95%ED%95%98%EB%8A%98_%28cropped%29.jpg,30,18,강하늘,1,0,1,0,0,2006,1,0
18,//upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Ko_Se-won_from_acrofan.jpg/250px-Ko_Se-won_from_acrofan.jpg,42,19,고세원,0,0,1,1,0,1997,1,0
19,//upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Ko_Chang-Seok.jpg/250px-Ko_Chang-Seok.jpg,50,20,고창석,0,0,1,1,1,1987,1,0
20,//upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Kwak_Dong-yeon_at_Nov_2018.png/250px-Kwak_Dong-yeon_at_Nov_2018.png,23,21,곽동연,0,0,1,0,0,2012,1,0
21,//upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Kwak_Siyang%2C_Chicago_Typewriter.jpg/250px-Kwak_Siyang%2C_Chicago_Typewriter.jpg,33,22,곽시양,1,0,1,0,0,2014,1,0
22,//upload.wikimedia.org/wikipedia/commons/thumb/d/d3/190917_%EA%B6%8C%EC%83%81%EC%9A%B0.jpg/250px-190917_%EA%B6%8C%EC%83%81%EC%9A%B0.jpg,44,23,권상우,0,1,1,1,1,2001,1,0
23,//upload.wikimedia.org/wikipedia/commons/b/b4/Kwon_Oh-Joong_from_acrofan.jpg,48,24,권오중,0,1,1,1,1,1992,1,0
24,//upload.wikimedia.org/wikipedia/commons/0/04/Kwon_Hyun-Sang.jpg,39,25,권현상,1,0,1,0,0,2000,1,0
25,//upload.wikimedia.org/wikipedia/commons/thumb/b/bd/20191231_%EA%B8%B0%ED%83%9C%EC%98%81.jpg/250px-20191231_%EA%B8%B0%ED%83%9C%EC%98%81.jpg,41,26,기태영,1,1,1,1,1,1997,1,0
26,//upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Kim_Kang-woo_in_Dec_2019_%28Revised%29.png/250px-Kim_Kang-woo_in_Dec_2019_%28Revised%29.png,42,27,김강우,0,1,1,1,1,2002,1,0
27,//upload.wikimedia.org/wikipedia/commons/thumb/5/5b/191231_%EA%B9%80%EA%B0%95%ED%9B%88_%281%29.jpg/250px-191231_%EA%B9%80%EA%B0%95%ED%9B%88_%281%29.jpg,11,28,김강훈,0,0,0,0,0,2013,1,0
28,//upload.wikimedia.org/wikipedia/commons/thumb/0/0a/%EA%B9%80%EB%82%A8%EA%B8%B8_Kim_Nam-gil_20161109_01.png/250px-%EA%B9%80%EB%82%A8%EA%B8%B8_Kim_Nam-gil_20161109_01.png,40,29,김남길,0,1,0,0,0,2003,1,0
29,//upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Kim_Da-hyun_on_the_red_carpet_of_The_Musical_Awards%2C_3_June_2013.jpg/250px-Kim_Da-hyun_on_the_red_carpet_of_The_Musical_Awards%2C_3_June_2013.jpg,40,30,김다현,1,0,1,1,1,2003,1,0
30,//upload.wikimedia.org/wikipedia/commons/thumb/a/ae/190520_%EA%B9%80%EB%9E%98%EC%9B%90_%281%29.jpg/250px-190520_%EA%B9%80%EB%9E%98%EC%9B%90_%281%29.jpg,39,31,김래원,0,1,1,0,0,1997,1,0
31,//upload.wikimedia.org/wikipedia/commons/thumb/9/98/Kim_Roi-ha_at_BIFF_2013.jpg/250px-Kim_Roi-ha_at_BIFF_2013.jpg,54,32,김뢰하,0,1,1,1,0,1989,1,0
32,//upload.wikimedia.org/wikipedia/commons/thumb/2/27/%EA%B9%80%EB%AC%B4%EC%97%B4_Kim_Mu-yeol_0m31s.png/250px-%EA%B9%80%EB%AC%B4%EC%97%B4_Kim_Mu-yeol_0m31s.png,38,33,김무열,0,0,1,1,0,2002,1,0
33,//upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Kim_Min-jun_from_acrofan.jpg/250px-Kim_Min-jun_from_acrofan.jpg,44,34,김민준,0,0,1,1,0,1995,1,0
34,//upload.wikimedia.org/wikipedia/commons/thumb/5/58/190214_%EA%B9%80%EC%9A%A9%EA%B1%B4_%283%29.jpg/250px-190214_%EA%B9%80%EC%9A%A9%EA%B1%B4_%283%29.jpg,74,35,김용건,0,1,0,0,1,1967,1,0
35,//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/2017_%EB%82%A8%EC%A3%BC%ED%98%81_05.png/250px-2017_%EB%82%A8%EC%A3%BC%ED%98%81_05.png,26,36,남주혁,0,1,1,0,0,2013,1,0
36,//upload.wikimedia.org/wikipedia/commons/thumb/5/58/191212_Do_Sang-woo.jpg/250px-191212_Do_Sang-woo.jpg,32,37,도상우,0,0,1,0,0,2008,1,0
37,//upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Ryu_Su-young_in_Feb_2019.png/250px-Ryu_Su-young_in_Feb_2019.png,41,38,류수영,1,1,1,1,1,1998,1,0
38,//upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Ryu_Seung-beom.jpg/250px-Ryu_Seung-beom.jpg,40,39,류승범,0,1,0,1,1,2000,1,0
39,//upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Don_Lee_by_Gage_Skidmore.jpg/250px-Don_Lee_by_Gage_Skidmore.jpg,49,40,마동석,1,0,1,0,0,2003,1,0
40,//upload.wikimedia.org/wikipedia/commons/thumb/d/d8/%EB%AA%85%EA%B3%84%EB%82%A8_%EB%B2%99%EC%BB%A41.png/250px-%EB%AA%85%EA%B3%84%EB%82%A8_%EB%B2%99%EC%BB%A41.png,68,41,명계남,1,1,1,0,0,1973,1,0
41,//upload.wikimedia.org/wikipedia/commons/thumb/a/af/180503_%EB%B0%95%EB%B3%B4%EA%B2%80_01.jpg/300px-180503_%EB%B0%95%EB%B3%B4%EA%B2%80_01.jpg,27,42,박보검,0,1,1,0,0,2011,1,0
42,//upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Park_Sang-Won.jpg/185px-Park_Sang-Won.jpg,61,43,박상원,0,1,0,1,1,1978,1,0
43,//upload.wikimedia.org/wikipedia/commons/thumb/e/e8/190626_%EB%B0%95%EC%84%9C%EC%A4%80_%281%29.jpg/250px-190626_%EB%B0%95%EC%84%9C%EC%A4%80_%281%29.jpg,31,44,박서준,1,0,1,0,0,2011,1,0
44,//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/160206_Park_Sung-woong_6_cropped.jpg/250px-160206_Park_Sung-woong_6_cropped.jpg,47,45,박성웅,0,1,1,1,1,1997,1,0
45,//upload.wikimedia.org/wikipedia/commons/thumb/0/06/%EB%B0%95%EC%A4%91%ED%9B%88_KBSView_01.png/250px-%EB%B0%95%EC%A4%91%ED%9B%88_KBSView_01.png,54,46,박중훈,0,1,1,1,1,1986,1,0
46,//upload.wikimedia.org/wikipedia/commons/thumb/0/05/%EB%B0%95%ED%95%B4%EC%9D%BC.jpg/250px-%EB%B0%95%ED%95%B4%EC%9D%BC.jpg,43,47,박해일,0,0,0,1,1,2000,1,0
47,//upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Park_Hae-jin_in_Jan_2020.png/200px-Park_Hae-jin_in_Jan_2020.png,37,48,박해진,0,0,1,0,0,2006,1,0
48,//upload.wikimedia.org/wikipedia/commons/thumb/2/25/Park_Hyung-sik_at_Hwarang_Press_Conference_02.png/300px-Park_Hyung-sik_at_Hwarang_Press_Conference_02.png,28,49,박형식,0,0,1,0,0,2010,1,0
49,//upload.wikimedia.org/wikipedia/commons/0/02/160726_%EC%98%81%ED%99%94_%27%EC%98%AC%EB%A0%88%27_%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C_%EB%B0%95%ED%9D%AC%EC%88%9C.jpg,50,50,박희순,0,0,1,1,0,1990,1,0
50,//upload.wikimedia.org/wikipedia/commons/thumb/6/66/Bae_Sung-woo_310818.png/250px-Bae_Sung-woo_310818.png,47,51,배성우,0,0,1,0,0,1999,1,0
51,//upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Bae_Yong_Joon.jpg/250px-Bae_Yong_Joon.jpg,48,52,배용준,0,0,1,1,1,1994,1,0
52,//upload.wikimedia.org/wikipedia/commons/thumb/2/23/Baek_Do-bin_from_acrofan.jpg/250px-Baek_Do-bin_from_acrofan.jpg,42,53,백도빈,0,0,1,1,1,2004,1,0
53,//upload.wikimedia.org/wikipedia/commons/thumb/6/66/%EB%B0%B1%EC%84%B1%ED%98%84_Baek_Sung-hyun_161207.png/250px-%EB%B0%B1%EC%84%B1%ED%98%84_Baek_Sung-hyun_161207.png,31,54,백성현,0,0,1,1,0,1994,1,0
54,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/180813_%EB%B0%B1%EC%9C%A4%EC%8B%9D.png/250px-180813_%EB%B0%B1%EC%9C%A4%EC%8B%9D.png,73,55,백윤식,0,1,0,0,1,1970,1,0
55,//upload.wikimedia.org/wikipedia/commons/8/8d/Baek_Il-Seob_from_acrofan.jpg,76,56,백일섭,0,1,1,1,1,1963,1,0
56,//upload.wikimedia.org/wikipedia/commons/thumb/5/55/190716_%EB%B4%89%ED%83%9C%EA%B7%9C.jpg/250px-190716_%EB%B4%89%ED%83%9C%EA%B7%9C.jpg,39,57,봉태규,0,0,1,1,1,2000,1,0
57,//upload.wikimedia.org/wikipedia/commons/thumb/a/ac/190702_%EC%84%9C%EA%B0%95%EC%A4%80.png/220px-190702_%EC%84%9C%EA%B0%95%EC%A4%80.png,27,58,서강준,1,0,1,0,0,2013,1,0
58,//upload.wikimedia.org/wikipedia/commons/thumb/8/8d/161024_%EC%84%9C%EC%A4%80%EC%98%81_02.jpg/270px-161024_%EC%84%9C%EC%A4%80%EC%98%81_02.jpg,33,59,서준영,1,1,1,0,0,2004,1,0
59,//upload.wikimedia.org/wikipedia/commons/thumb/8/80/Seo_Ji-Seok.jpg/250px-Seo_Ji-Seok.jpg,39,60,서지석,1,0,1,1,0,2001,1,0
60,//upload.wikimedia.org/wikipedia/commons/thumb/d/de/160217_%EC%84%9C%ED%95%98%EC%A4%80.jpg/250px-160217_%EC%84%9C%ED%95%98%EC%A4%80.jpg,31,61,서하준,1,1,1,0,0,2008,1,0
61,//upload.wikimedia.org/wikipedia/commons/thumb/8/83/151001_%EC%84%B1%EB%8F%99%EC%9D%BC.jpg/250px-151001_%EC%84%B1%EB%8F%99%EC%9D%BC.jpg,53,62,성동일,0,0,1,1,1,1984,1,0
62,//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/So_Ji-sub.jpg/250px-So_Ji-sub.jpg,43,63,소지섭,0,1,1,1,0,1995,1,0
63,//upload.wikimedia.org/wikipedia/commons/thumb/b/b3/190805_%EC%86%90%EB%B3%91%ED%98%B8.jpg/250px-190805_%EC%86%90%EB%B3%91%ED%98%B8.jpg,58,64,손병호,0,0,1,1,1,1983,1,0
64,//upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Son_Hyun-Joo.jpg/250px-Son_Hyun-Joo.jpg,55,65,손현주,0,1,1,1,1,1991,1,0
65,//upload.wikimedia.org/wikipedia/commons/thumb/1/17/Son_Ho-joon_in_Feb_2019.png/250px-Son_Ho-joon_in_Feb_2019.png,36,66,손호준,0,0,1,0,0,2005,1,0
66,//upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Song_Seungheon.jpg/250px-Song_Seungheon.jpg,44,67,송승헌,0,1,1,0,0,1995,1,0
67,//upload.wikimedia.org/wikipedia/commons/thumb/9/90/Song_Seung-Hwan.jpg/250px-Song_Seung-Hwan.jpg,63,68,송승환,0,0,0,1,0,1965,1,0
68,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Korea_Makgeolli_Wanderers_05_Song_Il_Gook.png/175px-Korea_Makgeolli_Wanderers_05_Song_Il_Gook.png,49,69,송일국,0,1,1,1,1,1998,1,0
69,//upload.wikimedia.org/wikipedia/commons/thumb/1/13/Song_Joong-ki_at_Style_Icon_Asia_2016.jpg/230px-Song_Joong-ki_at_Style_Icon_Asia_2016.jpg,35,70,송중기,0,0,1,1,0,2008,1,0
70,//upload.wikimedia.org/wikipedia/commons/thumb/1/16/190603_%EC%8B%A0%EC%84%B1%EB%A1%9D.jpg/250px-190603_%EC%8B%A0%EC%84%B1%EB%A1%9D.jpg,37,71,신성록,0,1,1,0,1,2003,1,0
71,//upload.wikimedia.org/wikipedia/commons/thumb/c/c6/191025_%EC%8B%A0%EC%9E%AC%ED%95%98.jpg/250px-191025_%EC%8B%A0%EC%9E%AC%ED%95%98.jpg,27,72,신재하,0,0,1,0,0,2013,1,0
72,//upload.wikimedia.org/wikipedia/commons/thumb/2/23/190626_%EC%95%88%EC%84%B1%EA%B8%B0.jpg/250px-190626_%EC%95%88%EC%84%B1%EA%B8%B0.jpg,68,73,안성기,0,1,0,1,1,1957,1,0
73,//upload.wikimedia.org/wikipedia/commons/thumb/7/70/180430_%EC%95%88%EC%9E%AC%EC%9A%B1.jpg/250px-180430_%EC%95%88%EC%9E%AC%EC%9A%B1.jpg,49,74,안재욱,0,0,1,1,1,1994,1,0
74,//upload.wikimedia.org/wikipedia/commons/thumb/b/b2/190503_%EC%95%88%ED%9A%A8%EC%84%AD.jpg/250px-190503_%EC%95%88%ED%9A%A8%EC%84%AD.jpg,25,75,안효섭,0,1,1,0,0,2015,1,0
75,//upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Yang_Dong-geun_from_acrofan.jpg/250px-Yang_Dong-geun_from_acrofan.jpg,41,76,양동근,0,1,1,1,1,1987,1,0
76,//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/171216_%EC%96%91%EC%84%B8%EC%A2%85_10.jpg/250px-171216_%EC%96%91%EC%84%B8%EC%A2%85_10.jpg,27,77,양세종,0,0,1,0,0,2016,1,0
77,//upload.wikimedia.org/wikipedia/commons/c/c0/180920_SBS_%27%ED%9D%89%EB%B6%80%EC%99%B8%EA%B3%BC%27_%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C_%EC%97%84%EA%B8%B0%EC%A4%80.jpg,44,78,엄기준,0,0,1,0,0,1995,1,0
78,//upload.wikimedia.org/wikipedia/commons/thumb/9/96/Uhm_Tae-goo.2019.jpg/250px-Uhm_Tae-goo.2019.jpg,36,79,엄태구,0,0,1,0,0,2007,1,0
79,//upload.wikimedia.org/wikipedia/commons/thumb/8/81/Uhm_Tae-woong_at_BIFF_2013_02.jpg/250px-Uhm_Tae-woong_at_BIFF_2013_02.jpg,46,80,엄태웅,0,0,1,1,1,1998,1,0
80,//upload.wikimedia.org/wikipedia/commons/thumb/5/5a/190708_%EC%97%AC%EC%A7%84%EA%B5%AC.jpg/260px-190708_%EC%97%AC%EC%A7%84%EA%B5%AC.jpg,23,81,여진구,0,0,1,0,0,2005,1,0
81,//upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Yeon_Woo-jin_in_August_2019.jpg/250px-Yeon_Woo-jin_in_August_2019.jpg,36,82,연우진,1,0,1,0,0,2009,1,0
82,//upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Yeon_Jeong-hun_from_acrofan_-_cropped_01.jpg/250px-Yeon_Jeong-hun_from_acrofan_-_cropped_01.jpg,42,83,연정훈,0,0,1,1,1,1999,1,0
83,//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Oh_Min-suk_for_Estee_Lauder%2C_18_September_2015.jpg/250px-Oh_Min-suk_for_Estee_Lauder%2C_18_September_2015.jpg,40,84,오민석,0,1,1,0,0,2006,1,0
84,//upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Oh_Chang-seok_in_May_2019.png/250px-Oh_Chang-seok_in_May_2019.png,38,85,오창석,1,0,1,0,0,2008,1,0
85,//upload.wikimedia.org/wikipedia/commons/thumb/0/0f/171230_%EC%9A%B0%EB%8F%84%ED%99%98_02.jpg/250px-171230_%EC%9A%B0%EB%8F%84%ED%99%98_02.jpg,28,86,우도환,0,0,1,0,0,2011,1,0
86,//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Yoo_Seung-ho_at_Nov_2018.png/250px-Yoo_Seung-ho_at_Nov_2018.png,27,87,유승호,0,1,1,0,0,2000,1,0
87,//upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Yoo_Yeon-seok_-_Bean_Pole_catalogue_2015_Spring-Summer_01.jpg/250px-Yoo_Yeon-seok_-_Bean_Pole_catalogue_2015_Spring-Summer_01.jpg,36,88,유연석,1,1,1,0,0,2003,1,0
88,//upload.wikimedia.org/wikipedia/commons/thumb/e/e7/190502_%EC%9C%A0%EC%A7%80%ED%83%9C.jpg/250px-190502_%EC%9C%A0%EC%A7%80%ED%83%9C.jpg,44,89,유지태,0,1,1,1,1,1998,1,0
89,//upload.wikimedia.org/wikipedia/commons/thumb/7/71/190425_%EC%9C%A4%EC%84%A0%EC%9A%B0.jpg/290px-190425_%EC%9C%A4%EC%84%A0%EC%9A%B0.jpg,35,90,윤선우,1,0,1,0,0,2003,1,0
90,//upload.wikimedia.org/wikipedia/commons/thumb/d/d2/191113_%EC%9C%A4%EC%8B%9C%EC%9C%A4_%282%29.jpg/250px-191113_%EC%9C%A4%EC%8B%9C%EC%9C%A4_%282%29.jpg,34,91,윤시윤,0,1,1,0,0,2009,1,0
91,//upload.wikimedia.org/wikipedia/commons/thumb/9/91/Yoon_Hee-seok_from_acrofan.jpg/250px-Yoon_Hee-seok_from_acrofan.jpg,45,92,윤희석,0,0,1,0,1,1996,1,0
92,//upload.wikimedia.org/wikipedia/commons/d/dd/Lee_Kwang-Gi.jpg,52,93,이광기,0,1,1,1,1,1985,1,0
93,//upload.wikimedia.org/wikipedia/commons/c/c2/Lee_David.jpg,26,94,이다윗,0,0,0,0,0,2001,1,0
94,//upload.wikimedia.org/wikipedia/commons/thumb/c/cd/LEEDUKHWA3.jpg/300px-LEEDUKHWA3.jpg,68,95,이덕화,0,1,1,1,1,1972,1,0
95,//upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Lee_Ro-woon.jpg/250px-Lee_Ro-woon.jpg,11,96,이로운,0,0,1,0,0,2015,1,0
96,//upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Lee_Bum-Soo.jpg/250px-Lee_Bum-Soo.jpg,50,97,이범수,0,1,1,1,1,1990,1,0
97,//upload.wikimedia.org/wikipedia/commons/thumb/0/0b/161026_%EC%9D%B4%EC%83%81%EC%97%BD_02.jpg/250px-161026_%EC%9D%B4%EC%83%81%EC%97%BD_02.jpg,37,98,이상엽,0,0,1,0,0,2007,1,0
98,//upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Leeseojin.jpg/250px-Leeseojin.jpg,49,99,이서진,0,1,1,1,0,1999,1,0
99,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/191216_%EC%9D%B4%EC%84%A0%EA%B7%A0_%282%29.jpg/250px-191216_%EC%9D%B4%EC%84%A0%EA%B7%A0_%282%29.jpg,45,100,이선균,0,0,1,1,1,1999,1,0
100,//upload.wikimedia.org/wikipedia/commons/thumb/d/de/190916_Lee_Soon-jae.jpg/250px-190916_Lee_Soon-jae.jpg,85,101,이순재,0,1,0,1,1,1956,1,0
101,//upload.wikimedia.org/wikipedia/commons/thumb/4/42/180813_%EC%9D%B4%EC%9B%90%EA%B7%BC.png/250px-180813_%EC%9D%B4%EC%9B%90%EA%B7%BC.png,29,102,이원근,0,0,1,0,0,2012,1,0
102,//upload.wikimedia.org/wikipedia/commons/thumb/4/4e/190325_%EC%9D%B4%EC%9D%B4%EA%B2%BD.jpg/250px-190325_%EC%9D%B4%EC%9D%B4%EA%B2%BD.jpg,31,103,이이경,0,0,1,0,0,2011,1,0
103,//upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Lee_Je-hoon_at_KAFA_10th_anniversary%2C_1_September_2016_01.jpg/250px-Lee_Je-hoon_at_KAFA_10th_anniversary%2C_1_September_2016_01.jpg,36,104,이제훈,0,0,1,0,0,2007,1,0
104,//upload.wikimedia.org/wikipedia/commons/thumb/3/3d/190810_%EC%9D%B4%EC%A4%80%EA%B8%B0.jpg/250px-190810_%EC%9D%B4%EC%A4%80%EA%B8%B0.jpg,38,105,이준기,0,1,1,0,0,2001,1,0
105,//upload.wikimedia.org/wikipedia/commons/thumb/6/6f/151001_%EC%9D%B4%EC%B2%9C%ED%9D%AC.jpg/250px-151001_%EC%9D%B4%EC%B2%9C%ED%9D%AC.jpg,41,106,이천희,0,1,1,1,1,1997,1,0
106,//upload.wikimedia.org/wikipedia/commons/6/6d/Lee_Chul-Min_from_acrofan.jpg,50,107,이철민,0,0,1,1,1,1991,1,0
107,//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/200103_%EC%9D%B4%ED%83%9C%ED%99%98.jpg/250px-200103_%EC%9D%B4%ED%83%9C%ED%99%98.jpg,25,108,이태환,0,1,1,0,0,2013,1,0
108,//upload.wikimedia.org/wikipedia/commons/4/40/%22%EA%B0%80%ED%99%94%EB%A7%8C%EC%82%AC%EC%84%B1%22_%EB%93%9C%EB%9D%BC%EB%A7%A5%EC%8A%A4_ID%EC%98%81%EC%83%81_%EC%9D%B4%ED%95%84%EB%AA%A8.jpg,46,109,이필모,0,0,1,1,1,1999,1,0
109,//upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Lee_Hee-joon.2016.jpg/250px-Lee_Hee-joon.2016.jpg,41,110,이희준,0,1,1,1,0,2007,1,0
110,//upload.wikimedia.org/wikipedia/commons/thumb/c/c4/181023_%EC%9D%B8%EA%B5%90%EC%A7%84.jpg/250px-181023_%EC%9D%B8%EA%B5%90%EC%A7%84.jpg,40,111,인교진,0,0,1,1,1,2000,1,0
111,//upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Kang_Sung.jpg/250px-Kang_Sung.jpg,38,112,임강성,1,0,1,1,0,1997,1,0
112,//upload.wikimedia.org/wikipedia/commons/thumb/c/c1/190903_%EC%9E%84%EC%9B%90%ED%9D%AC.jpg/250px-190903_%EC%9E%84%EC%9B%90%ED%9D%AC.jpg,50,113,임원희,0,0,1,0,0,1995,1,0
